4	,2062
12	,2136
20	,2095
28	,1961
36	,2270
44	,2214
52	,2267
60	,1483
68	,2524
76	,1693
84	,2278
92	,1811
100	,2179
108	,1817
116	,2077
124	,2147
132	,2106
140	,2035
148	,2017
156	,2026
164	,2075
172	,2058
180	,2031
188	,2226
196	,1847
204	,2485
212	,1875
220	,1897
228	,2337
236	,1936
244	,1924
252	,1647
